Category,Sub Category,Title,Description,Quantity,Type,Price,Shipping Profile,Condition,Selling Price,SKU,Image 1,Image 2
Trading Card Games,Pokémon Cards,Ace Spec Max Rod 116/131 ,,3,Buy it Now,2,0-1 oz,Near Mint,,,,
Trading Card Games,Pokémon Cards,Ace Spec Neutralization Zone ,,3,Buy it Now,2,0-1 oz,Near Mint,,,,
Trading Card Games,Pokémon Cards,Ace Spec Miracle Headset 183/191 ,,5,Buy it Now,1,0-1 oz,Near Mint,,,,
Trading Card Games,Pokémon Cards,Ace Spec Prime Catcher 119/131 ,,4,Buy it Now,2,0-1 oz,Near Mint,,,,
Trading Card Games,Pokémon Cards,Ace Spec Scoop up Cyclone 162/167 ,,3,Buy it Now,1,0-1 oz,Near Mint,,,,
Trading Card Games,Pokémon Cards,Ace Spec Scoop up Cyclone 128/131 ,,1,Buy it Now,1,0-1 oz,Near Mint,,,,
Trading Card Games,Pokémon Cards,Ace Spec dangerous laser ,,1,Buy it Now,1,0-1 oz,Near Mint,,,,
Trading Card Games,Pokémon Cards,Ace Spec Poke Vital A 062/064 ,,3,Buy it Now,2,0-1 oz,Near Mint,,,,
Trading Card Games,Pokémon Cards,Drops in the Ocean 021/034 0.99,,6,Buy it Now,3,0-1 oz,Near Mint,,,,
Trading Card Games,Pokémon Cards,Scorching Charcoal 026/034,,6,Buy it Now,2,0-1 oz,Near Mint,,,,
Trading Card Games,Pokémon Cards,Sun Seed 027/034,,6,Buy it Now,2,0-1 oz,Near Mint,,,,
Trading Card Games,Pokémon Cards,Pokeball Trainer Jungle 64/64,,1,Buy it Now,1,0-1 oz,Near Mint,,,,
Trading Card Games,Pokémon Cards,Mysterious Fossil 62/62,,1,Buy it Now,1,0-1 oz,Near Mint,,,,
Trading Card Games,Pokémon Cards,Recycle Fossil 61/61,,1,Buy it Now,1,0-1 oz,Near Mint,,,,
Trading Card Games,Pokémon Cards,Nightly Garbage Rub 77/82,,1,Buy it Now,1,0-1 oz,Near Mint,,,,
Trading Card Games,Pokémon Cards,Imposter Oak's Revenge 76/82,,1,Buy it Now,1,0-1 oz,Near Mint,,,,
Trading Card Games,Pokémon Cards,Pikachu 173/165 Sv: Scarlet & Violet 151 ,,1,Auction,20,0-1 oz,Near Mint,,,,
Trading Card Games,Pokémon Cards,"Garchomp EX Black Star Promo XY09, Ultra Rare",,1,Auction,5,0-1 oz,Near Mint,,,,
Trading Card Games,Pokémon Cards,Flygon EX #XY61,,1,Auction,5,0-1 oz,Near Mint,,,,
Trading Card Games,Pokémon Cards,Pawmi 226/091 ,,5,Auction,1,0-1 oz,Near Mint,,,,
Trading Card Games,Pokémon Cards,Mienshao 200/182 Sv04: Paradox Rift Holo,,1,Auction,2,0-1 oz,Near Mint,,,,
Trading Card Games,Pokémon Cards, Paras GG32/GG70,,1,Auction,1,0-1 oz,Near Mint,,,,
Trading Card Games,Pokémon Cards,Loudred Sv4k Ancient Roar 078/066 AR,,1,Auction,1,0-1 oz,Near Mint,,,,
Trading Card Games,Pokémon Cards,Maractus Full Art 101/100 AR sv9 Battle Partners Ja,,1,Auction,1,0-1 oz,Near Mint,,,,
Trading Card Games,Pokémon Cards,Noibat 169/159 Sv09: Journey Together ,,1,Auction,2,0-1 oz,Near Mint,,,,
Trading Card Games,Pokémon Cards,Thievul GG17/GG70,,1,Auction,1,0-1 oz,Near Mint,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Trading Card Games,Pokémon Cards,Rabsca Ex  025/182,2D,3,Auction,1,,,,,,
Trading Card Games,Pokémon Cards,cynthias garchomp ex 104/182,3D,5,,2,,,,,,
Trading Card Games,Pokémon Cards,Vespiquen ex 096/197,D,4,,,,,,,,
Trading Card Games,Pokémon Cards,Greninja ex 106/167,2D,4,,2,,,,,,
Trading Card Games,Pokémon Cards,Black Kyurem ex 048/191,2D,3,,1,,,,,,
Trading Card Games,Pokémon Cards,Alteria ex 140/182,,2,,,,,,,,
Trading Card Games,Pokémon Cards,Revavroom ex 015/064,,,,,,,,,,
Trading Card Games,Pokémon Cards,Lucaro vstar SWSH214,2D,4,Auction,2,,,,,,
Trading Card Games,Pokémon Cards,Regidrago v SWSH281,,,,,,,,,,
Trading Card Games,Pokémon Cards,Regieleki v swsh280,,,,,,,,,,
Trading Card Games,Pokémon Cards,Hoopa ex 098/182,,,,,,,,,,
Trading Card Games,Pokémon Cards,Regirock ex 101/182,,2,,,,,,,,
Trading Card Games,Pokémon Cards,Aboliva  ex 023/182,,,,,,,,,,
Trading Card Games,Pokémon Cards,Team Rockets Persian ex 150/182,,2,,,,,,,,
Trading Card Games,Pokémon Cards,Blissey ex 134/167,,,,,,,,,,
Trading Card Games,Pokémon Cards,Tapu Koko ex 068/182,,,,,,,,,,
Trading Card Games,Pokémon Cards,Tsareena ex 046/182,,3,,,,,,,,
Trading Card Games,Pokémon Cards,Iron valiant ex 089/182,,,,,,,,,,
Trading Card Games,Pokémon Cards,Squawkabilly ex 075/091,,2,,,,,,,,
Trading Card Games,Pokémon Cards,Victini ex 033/197,,,,,,,,,,
Trading Card Games,Pokémon Cards,Banette ex 088/198,,,,,,,,,,
Trading Card Games,Pokémon Cards,Maushold ex 155/182,,,,,,,,,,
Trading Card Games,Pokémon Cards,Skeledirge ex 137/182,,2,,,,,,,,
Trading Card Games,Pokémon Cards,Arvens Mabostiff ex 139/182,,2,,,,,,,,
Trading Card Games,Pokémon Cards,Roaring Moon ex 124/182,,,,,,,,,,
Trading Card Games,Pokémon Cards,Bombirdier ex 156/182,,,,,,,,,,
Trading Card Games,Pokémon Cards,Hops Zacian ex 139 black star promo,,3,Auction,1,,,,,,
Trading Card Games,Pokémon Cards,Iron Hands ex 070/182,,2,,,,,,,,
Trading Card Games,Pokémon Cards,Bellibolt ex 079/193,,,,,,,,,,
Trading Card Games,Pokémon Cards,Cetitan ex 065/182,,5,,1,,,,,,
Trading Card Games,Pokémon Cards,Shiny Quaxly Quaxwell Quaquaval ex 082 083 084 Black Star Promo Paldean Fates,Complete Set Shiny Promo,1,,8,0-1 oz,,,,,
Trading Card Games,Pokémon Cards,Marnies Grimmsnarl ex 136/182,,2,,,,,,,,
Trading Card Games,Pokémon Cards,Team Rockets Moltres ex 031/182,,2,,,,,,,,
Trading Card Games,Pokémon Cards,Palossand ex 091/191,,3,,,,,,,,
Trading Card Games,Pokémon Cards,Flamigo ex 160/191,,1,,,,,,,,
Trading Card Games,Pokémon Cards,Electivire ex 069/182,,2,,,,,,,,
Trading Card Games,Pokémon Cards,Stevens Metagross ex 145/182,,2,,,,,,,,
Trading Card Games,Pokémon Cards,Team Rockets Nidoking ex 119/182,,2,,,,,,,,
Trading Card Games,Pokémon Cards,Garchomp ex 038/182,,2,,,,,,,,
Trading Card Games,Pokémon Cards,Chi-yu ex 040/193,,1,,,,,,,,
Trading Card Games,Pokémon Cards,Iron Treads ex 143/198,,1,,,,,,,,
Trading Card Games,Pokémon Cards,Alakazam ex 065/165,,1,,,,,,,,
Trading Card Games,Pokémon Cards,Kangaskhan ex 115/165,,1,,,,,,,,
Trading Card Games,Pokémon Cards,Blastoise ex 009/165,,2,,,,,,,,
Trading Card Games,Pokémon Cards,Venusaur ex 003/165,,1,,,,,,,,
Trading Card Games,Pokémon Cards,Alakazam ex 050 black star promo,,2,,,,,,,,
Trading Card Games,Pokémon Cards,Mimikyu ex 069/159,,1,,,,,,,,
Trading Card Games,Pokémon Cards,N's Zoroark ex 098/159,,1,,,,,,,,
Trading Card Games,Pokémon Cards,Dunsparce ex 121/159,,1,,,,,,,,
Trading Card Games,Pokémon Cards,Volcanion ex 031/159,,2,,,,,,,,
Trading Card Games,Pokémon Cards,Alcremie ex 075/159,,2,,,,,,,,
Trading Card Games,Pokémon Cards,Alolan Exeggutor 133/191,,2,,,,,,,,
Trading Card Games,Pokémon Cards,Raging Bolt ex 123/162,,2,,,,,,,,
Trading Card Games,Pokémon Cards,Lillies clefairy ex 056/159,D,1,,,,,,,,
Trading Card Games,Pokémon Cards,Pigeot ex 164/197,,2,,,,,,,,
Trading Card Games,Pokémon Cards,Eiscue ex 042/197,,,,,,,,,,
Trading Card Games,Pokémon Cards,Dondozo ex 066/182,,,,,,,,,,
Trading Card Games,Pokémon Cards,Durant ex 004/191,,,,,,,,,,
Trading Card Games,Pokémon Cards,Gholdengo ex 139/182,1D,2,,,,,,,,
Trading Card Games,Pokémon Cards,Hearthflame Mask Ogerpon ex 017/131,,,,,,,,,,
Trading Card Games,Pokémon Cards,forretress ex 005/193,1D,2,Auction,1,,,,,,
Trading Card Games,Pokémon Cards,Froslass ex 003/182,,,,,,,,,,
Trading Card Games,Pokémon Cards,Glimmora ex 123/197,,,,,,,,,,
Trading Card Games,Pokémon Cards,Ninetails ex 038/165,,,,,,,,,,
Trading Card Games,Pokémon Cards,Magcargo ex 029/167,,,,,,,,,,
Trading Card Games,Pokémon Cards,Flygon ex 106/191,,3,,,,,,,,
Trading Card Games,Pokémon Cards,Houndstone ex 162 black star promo,,,,,,,,,,
Trading Card Games,Pokémon Cards,Paldean Clodsire ex 094/159,,,,,,,,,,
Trading Card Games,Pokémon Cards,Mamoswine ex 079/159,,2,,,,,,,,
Trading Card Games,Pokémon Cards,Hydreigon ex 119/191,,,,,,,,,,
Trading Card Games,Pokémon Cards,Palafin ex 126 blac star promo,,,,,,,,,,
Trading Card Games,Pokémon Cards,Houndoom ex 134/197 ,,,,,,,,,,
Trading Card Games,Pokémon Cards,Archaludon ex 130/191,,2,,,,,,,,
Trading Card Games,Pokémon Cards,Slaking ex 147/191,,,,,,,,,,
Trading Card Games,Pokémon Cards,Okidogi ex 036/064,,,,,,,,,,
Trading Card Games,Pokémon Cards,Walking Wake ex 050/162,,,,,,,,,,
Trading Card Games,Pokémon Cards,Farigiraf ex 108/162,,,,,,,,,,
Trading Card Games,Pokémon Cards,Roaring Moon ex 067 black star promo,,,,,,,,,,
Trading Card Games,Pokémon Cards,Ceruledge ex 036/191,,2,,,,,,,,
Trading Card Games,Pokémon Cards,Palafin ex 061/167,D,,,,,,,,,
Trading Card Games,Pokémon Cards,Dragapult ex 130/167,,,,,,,,,,
Trading Card Games,Pokémon Cards,Hearthflame Mask Ogerpon ex 040/167,,,,,,,,,,
Trading Card Games,Pokémon Cards,Bloodmoon Ursaluna ex 141/167,D,,,,,,,,,
Trading Card Games,Pokémon Cards,Scream Tail ex 094/167,,,,,,,,,,
Trading Card Games,Pokémon Cards,Tatsugiri ex 142/191,,2,Auction,,,,,,,
Trading Card Games,Pokémon Cards,Tyranitar ex 064/131,,,,,,,,,,
Trading Card Games,Pokémon Cards,Tyranitar ex 066/197,,,,,,,,,,
Trading Card Games,Pokémon Cards,Wigglytuff ex 040/161,,,,,,,,,,
Trading Card Games,Pokémon Cards,Reshiram ex 030/159,,2,,,,,,,,
Trading Card Games,Pokémon Cards,Ethans Ho-Oh ex 039/182,,,,,,,,,,
Trading Card Games,Pokémon Cards,Teams Rockets Crobat ex 122/182,,,,,,,,,,
Trading Card Games,Pokémon Cards,Salamence ex 114/159,,,,,,,,,,
Trading Card Games,Pokémon Cards,Copperajah ex 150/193,,,,,,,,,,
Trading Card Games,Pokémon Cards,Miraidon ex 079/197,,,,,,,,,,
Trading Card Games,Pokémon Cards,Wigglytuff ex 222/091,,,,,,,,,,
Trading Card Games,Pokémon Cards,Espathra ex 214/091,,,,,,,,,,
Trading Card Games,Pokémon Cards,Mamoswine ex 174/159,,,,,,,,,,
Trading Card Games,Pokémon Cards,Pikachu ex 028/131,,,,,,,,,,
Trading Card Games,Pokémon Cards,Wugtrio ex 060/162,,,,,,,,,,
Trading Card Games,Pokémon Cards,Iron Thorns ex 077/167,,,,,,,,,,
Trading Card Games,Pokémon Cards,Dragonite ex 159/197 ,,,,,,,,,,
Trading Card Games,Pokémon Cards,Wellspring Mask Ogerpon ex 027/131,,3,,,,,,,,
Trading Card Games,Pokémon Cards,Teal Mask Ogerpon ex 025/167,,2,,,,,,,,
Trading Card Games,Pokémon Cards,Terapagos ex 092/131,,,,,,,,,,
Trading Card Games,Pokémon Cards,Cyclizar ex 159/191,,,,,,,,,,
Trading Card Games,Pokémon Cards,Melmetal ex 153/197,,,,,,,,,,
Trading Card Games,Pokémon Cards,Revavroom ex 216/197,,,,,,,,,,
Trading Card Games,Pokémon Cards,Arbok ex 024/165,,,,,,,,,,
Trading Card Games,Pokémon Cards,Squawkabilly ex 169/193,,,,,,,,,,
Trading Card Games,Pokémon Cards,Garganacl ex 089/142,,,,,,,,,,
Trading Card Games,Pokémon Cards,Dialga ex 180 Black Star Promo,,1,Auction,2,,,,,,
Trading Card Games,Pokémon Cards,Cyclizar ex 018 Black Star Promo,,2,Auction,1,,,,,,
Trading Card Games,Pokémon Cards,Hydrapple ex 014/142 ,,1,Auction,1,,,,,,
Trading Card Games,Pokémon Cards,Decidueye ex 015/197,,1,Buy it Now,1,,,,,,
Trading Card Games,Pokémon Cards,Oinkologne ex 158/198,,1,Buy it Now,1,,,,,,
Trading Card Games,Pokémon Cards,Latias ex 076/191,,2,Auction,3,,,,,,
Trading Card Games,Pokémon Cards,Iron Leaves 128 Black Star Promo,,1,Buy it Now,2,,,,,,
Trading Card Games,Pokémon Cards,Slaking Ex 227/191 Full Art,,1,Buy it Now,2,,,,,,
Trading Card Games,Pokémon Cards,,,,Buy it Now,,,,,,,
Trading Card Games,Pokémon Cards,  ,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
Trading Card Games,Pokémon Cards,,,,,,,,,,,
